tri;type;parent;code;label_en;label_fr;note_generale_en;note_generale_fr;contenu_central_en;contenu_central_fr;contenu_additionnel_en;contenu_additionnel_fr;note_exclusion_en;note_exclusion_fr;;;
715;Classe;09.3;09.3.1;Garden products, plants and flowers (ND);Produits de jardinage, plantes et fleurs (ND);;;"— soil, peat, composts and fertilizers
— insecticides, pesticides, herbicides and fungicides four outdoor and garden use
— lawn turf, specially treated soils for ornamental gardens and horticultural preparations
— pots and pot holders
— decorative garden materials
— indoor plants, natural and artificial
— outdoor plants
— seeds, bulbs and tubers for planting
— shrubs
— indoor flowers, natural and artificial, whether arranged in a vase or not
— outdoor flowers
— flower seeds and bulbs
— natural and artificial flowers and wreaths for decoration of burial places
— cut flowers
— flower and plant delivery charges, if not priced separately";"— sol, tourbe, composts et engrais
— insecticides, pesticides, herbicides et fongicides pour l’extérieur et l’utilisation au jardin
— gazon pour pelouses, sols spécialement traités pour jardins d'ornement et préparations horticoles
— pots et cache-pots
— décorations pour jardins
— plantes d'intérieur, naturelles et artificielles
— plantes d'extérieur
— graines, bulbes et tubercules à planter
— arbustes
— fleurs d'intérieur, naturelles et artificielles, en vase ou non
— fleurs d'extérieur
— graines et bulbes de fleurs
— fleurs et couronnes naturelles et artificielles pour la décoration des lieux de sépulture
— fleurs coupées
— frais de livraison des fleurs et des plantes si elles ne sont pas facturées séparément";;;"— gardening services (04.4.4.9, 05.6.2.1)
— motorized gardening equipment (05.5.1.0)
— non-motorized gardening tools (05.5.2.1)
— insecticides, pesticide and fungicides for household use; gardening gloves (05.6.1.9)
— flower and plant delivery charges, if priced separately (07.4.9.2)
— Christmas trees (09.2.1.3)";"— services de jardinage (04.4.4.9, 05.6.2.1)
— équipements de jardin motorisés (05.5.1.0)
— outils de jardinage non motorisés (05.5.2.1)
— insecticides, pesticides et fongicides à usage domestique ; gants de jardinage (05.6.1.9)
— frais de livraison des fleurs et des plantes si elles sont vendues séparément (07.4.9.2)
— arbres de Noël (09.2.1.3)";;;
716;Sous-classe;09.3.1;09.3.1.1;Garden products (ND);Produits de jardinage (ND);;;"— soil, peat and fertilizers, pesticides, composts
— lawn turf, specially treated soils for ornamental gardens and horticultural preparations
— pots and pot holders
— decorative garden materials";"— sol, tourbe et engrais, pesticides, composts
— gazon pour pelouses, sols spécialement traités pour jardins d'ornement et préparations horticoles
— pots et cache-pots
— décorations de jardins";;;"— gardening services (04.4.4.9, 05.6.2.1)
— motorized gardening equipment (05.5.1.0)
— non-motorized gardening tools (05.5.2.1)
— insecticides, pesticides and fungicides for household use; gardening gloves (05.6.1.9)";"— services de jardinage (04.4.4.9, 05.6.2.1)
— équipements de jardin motorisés (05.5.1.0)
— outils de jardinage non motorisés (05.5.2.1)
— insecticides, pesticides et fongicides à usage domestique ; gants de jardinage (05.6.1.9)";;;
717;Poste;09.3.1.1;09.3.1.1.1;Garden products;Produits de jardinage;;;"— soil, peat and fertilizers, pesticides, composts
— lawn turf, specially treated soils for ornamental gardens and horticultural preparations
— pots and pot holders
— decorative garden materials";"— sol, tourbe et engrais, pesticides, composts
— gazon pour pelouses, sols spécialement traités pour jardins d'ornement et préparations horticoles
— pots et cache-pots
— décorations de jardins";;;"— gardening services (04.4.4.9, 05.6.2.1)
— motorized gardening equipment (05.5.1.0)
— non-motorized gardening tools (05.5.2.1)
— insecticides, pesticides and fungicides for household use; gardening gloves (05.6.1.9)";"— services de jardinage (04.4.4.9, 05.6.2.1)
— équipements de jardin motorisés (05.5.1.0)
— outils de jardinage non motorisés (05.5.2.1)
— insecticides, pesticides et fongicides à usage domestique ; gants de jardinage (05.6.1.9)";;;
718;Sous-classe;09.3.1;09.3.1.2;Plants, seeds and flowers (ND);Plantes, semences et fleurs (ND);;;"— indoor plants, natural and artificial
— outdoor plants
— seeds, bulbs and tubers for planting
— shrubs
— indoor flowers, natural and artificial, whether in a vase or not
— outdoor flowers
— flower seeds and bulbs
— natural and artificial flowers and wreaths for decoration of burial places
— cut flowers";"— plantes d'intérieur, naturelles et artificielles
— plantes d'extérieur
— graines, bulbes et tubercules à planter
— arbustes
— fleurs d'intérieur, naturelles et artificielles, en vase ou non
— fleurs d'extérieur
— graines et bulbes de fleurs
— fleurs et couronnes naturelles et artificielles pour la décoration des lieux de sépulture
— fleurs coupées";;;"— flower and plant delivery charges, if separately priced (07.4.9.2)
— Christmas trees (09.2.1.3)
— soil, peat, composts and fertilizers (09.3.1.1)";"— frais de livraison des fleurs et des plantes si elles sont vendues séparément (07.4.9.2) ; - arbres de Noël (09.2.1.3)
— sol, tourbe, composts et engrais (09.3.1.1)";;;
719;Poste;09.3.1.2;09.3.1.2.1;Plants and flowers;Plantes et fleurs;;;"— indoor plants, natural and artificial
— outdoor plants
— shrubs
— indoor flowers, natural and artificial, whether in a vase or not
— outdoor flowers
— natural and artificial flowers and wreaths for decoration of burial places
— cut flowers";"— plantes d'intérieur, naturelles et artificielles
— plantes d'extérieur
— arbustes
— fleurs d'intérieur, naturelles et artificielles, en vase ou non
— fleurs d'extérieur
— fleurs et couronnes naturelles et artificielles pour la décoration des lieux de sépulture
— fleurs coupées";;;"— flower and plant delivery charges, if separately priced (07.4.9.2)
— Christmas trees (09.2.1.3)
— soil, peat, composts and fertilizers (09.3.1.1)";"— frais de livraison des fleurs et des plantes si elles sont vendues séparément (07.4.9.2) ; 
— arbres de Noël (09.2.1.3)
— sol, tourbe, composts et engrais (09.3.1.1)";;;
720;Poste;09.3.1.2;09.3.1.2.2;Seeds;Semences;;;"— seeds, bulbs and tubers for planting
— flower seeds and bulbs";"— graines, bulbes et tubercules à planter
— graines et bulbes de fleurs";;;;;;;
721;Classe;09.3;09.3.2;Pets and pet products (ND);Animaux de compagnie et produits pour animaux de compagnie (D);;;— pets, pet foods, pet veterinary and grooming products, collars, leashes, kennels, birdcages, fish tanks, cat litter;— animaux de compagnie, aliments pour animaux de compagnie, produits vétérinaires et de toilettage pour animaux de compagnie, colliers, laisses, chenils, cages à oiseaux, aquariums, litières pour chats;— feed and veterinary products for animals used for transportation, own consumption or recreation;— aliments pour animaux et produits vétérinaires destinés aux animaux utilisés pour le transport, l'autoconsommation ou les loisirs;"— horses, ponies, camels and dromedaries used for transport (07.1.4.0)
— horses, ponies, camels and dromedaries used for recreation (09.1.2.4)
— veterinary and other services for pets and other household animals (09.4.5.0)";"— chevaux, poneys, chameaux et dromadaires, utilisés pour le transport (07.1.4.0)
— chevaux, poneys, chameaux et dromadaires, utilisés pour les loisirs (09.1.2.4)
— services vétérinaires et autres services pour animaux de compagnie et autres animaux domestiques (09.4.5.0)";;;
722;Sous-classe;09.3.2;09.3.2.1;Pets (ND);Animaux de compagnie (D);;;— purchase of pets;— achat d'animaux domestiques;;;"— horses, ponies, camels and dromedaries used for transport (07.1.4.0)
— horses, ponies, camels and dromedaries used for recreation (09.1.2.4)";"— chevaux, poneys, chameaux et dromadaires, utilisés pour le transport (07.1.4.0)
— chevaux, poneys, chameaux et dromadaires, utilisés pour les loisirs (09.1.2.4)";;;
723;Poste;09.3.2.1;09.3.2.1.1;Pets;Animaux de compagnie;;;— purchase of pets;— achat d'animaux domestiques;;;"— horses, ponies, camels and dromedaries used for transport (07.1.4.0)
— horses, ponies, camels and dromedaries used for recreation (09.1.2.4)";"— chevaux, poneys, chameaux et dromadaires, utilisés pour le transport (07.1.4.0)
— chevaux, poneys, chameaux et dromadaires, utilisés pour les loisirs (09.1.2.4)";;;
724;Sous-classe;09.3.2;09.3.2.2;Products for pets and other household animals (ND);Produits pour animaux de compagnie et autres animaux domestiques (ND);;;— pet foods, pet veterinary and grooming products, collars, leashes, kennels, birdcages, fish tanks, cat litter;— aliments pour animaux de compagnie, produits vétérinaires et de toilettage pour animaux de compagnie, colliers, laisses, chenils, cages à oiseaux, aquariums, litières pour chats;— feed and veterinary products for animals used for transportation, own consumption or recreation;— aliments pour animaux et produits vétérinaires destinés aux animaux utilisés pour le transport, l'autoconsommation ou les loisirs;— veterinary and other services for pets and other household animals (09.4.5.0);— services vétérinaires et autres services pour animaux de compagnie et autres animaux domestiques (09.4.5.0);;;
725;Poste;09.3.2.2;09.3.2.2.1;Products for pets and other household animals;Produits pour animaux de compagnie et autres animaux domestiques;;;— pet foods, pet veterinary and grooming products, collars, leashes, kennels, birdcages, fish tanks, cat litter;— aliments pour animaux de compagnie, produits vétérinaires et de toilettage pour animaux de compagnie, colliers, laisses, chenils, cages à oiseaux, aquariums, litières pour chats;— feed and veterinary products for animals used for transportation, own consumption or recreation;— aliments pour animaux et produits vétérinaires destinés aux animaux utilisés pour le transport, l'autoconsommation ou les loisirs;— veterinary and other services for pets and other household animals (09.4.5.0);— services vétérinaires et autres services pour animaux de compagnie et autres animaux domestiques (09.4.5.0);;;
726;Groupe;09;09.4;Recreational services;Services récréatifs;;;;;;;;;;;
727;Classe;09.4;09.4.1;Hire and repair of photographic and cinematographic equipment and optical instruments (S);Location et réparation de matériel photographique et cinématographique et d’appareils optiques (S);The cost of materials is included only if the materials are not priced separately.;Le coût des matériaux n'est inclus que si les matériaux ne sont pas facturés séparément.;"— hire of photographic and cinematographic equipment and optical instruments
— repair of photographic and cinematographic equipment and optical instruments";"— location de matériel photographique et cinématographique et d'instruments optiques
— réparation d'équipements photographiques et cinématographiques et d'instruments optiques";;;— separate purchases of materials made by households with the intention of undertaking maintenance and repair themselves (09.1.1);— achats séparés de matériaux effectués par les ménages dans l'intention d'entreprendre eux-mêmes l’entretien ou la réparation (09.1.1.2);;;
